latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,source,bright_ti4,bright_ti5
-35.992,142.695,316.7,1.6,1.3,2020-04-25,405,A,29,6.0NRT,293.9,18.5,D,MODIS,,
-35.994,142.67700000000002,320.6,1.6,1.3,2020-04-25,405,A,61,6.0NRT,293.9,25.7,D,MODIS,,
-35.996,142.691,324.6,1.6,1.3,2020-04-25,405,A,81,6.0NRT,294.3,37.4,D,MODIS,,
-35.998000000000005,142.672,316.1,1.6,1.3,2020-04-25,405,A,73,6.0NRT,294.1,19.8,D,MODIS,,
-34.866,143.33100000000002,324.1,1.5,1.2,2020-04-25,405,A,80,6.0NRT,293.4,31.2,D,MODIS,,
-36.2977,147.4476,,0.47,0.48,2020-04-18,430,N,nominal,1.0NRT,,3.8,D,SUOMI VIIR,329.9,285.1
-36.922340000000005,143.93686,,0.47,0.4,2020-04-18,430,N,nominal,1.0NRT,,7.3,D,SUOMI VIIR,344.0,290.4
-36.9187,143.93581,,0.47,0.4,2020-04-18,430,N,nominal,1.0NRT,,10.3,D,SUOMI VIIR,353.6,289.8
-36.861340000000006,143.51908999999998,,0.46,0.39,2020-04-18,430,N,nominal,1.0NRT,,11.1,D,SUOMI VIIR,347.4,297.5
-36.86229,143.51396,,0.46,0.39,2020-04-18,430,N,nominal,1.0NRT,,11.1,D,SUOMI VIIR,325.8,293.0
-36.82533,143.58993999999998,,0.46,0.39,2020-04-18,430,N,nominal,1.0NRT,,35.0,D,SUOMI VIIR,344.7,296.2
-36.32096,145.82668,,0.39,0.44,2020-04-18,430,N,nominal,1.0NRT,,7.5,D,SUOMI VIIR,348.6,292.9
-36.321870000000004,145.82233,,0.39,0.44,2020-04-18,430,N,nominal,1.0NRT,,7.5,D,SUOMI VIIR,342.1,288.3
-36.84106,142.63637,,0.43,0.38,2020-04-18,430,N,nominal,1.0NRT,,4.6,D,SUOMI VIIR,330.5,291.6
-36.83672,142.64023,,0.43,0.38,2020-04-18,430,N,high,1.0NRT,,10.6,D,SUOMI VIIR,367.0,295.0
-36.83757,142.63541,,0.43,0.38,2020-04-18,430,N,high,1.0NRT,,10.6,D,SUOMI VIIR,367.0,297.6
-36.83323,142.63925,,0.43,0.38,2020-04-18,430,N,nominal,1.0NRT,,10.6,D,SUOMI VIIR,336.3,287.9
-36.83409,142.63445,,0.43,0.38,2020-04-18,430,N,nominal,1.0NRT,,10.6,D,SUOMI VIIR,347.1,290.5
-36.03103,146.57488999999998,,0.43,0.46,2020-04-18,430,N,nominal,1.0NRT,,5.8,D,SUOMI VIIR,347.4,293.8
-36.032059999999994,146.57013,,0.43,0.46,2020-04-18,430,N,nominal,1.0NRT,,4.2,D,SUOMI VIIR,335.0,292.0
-36.02685,146.57353,,0.43,0.46,2020-04-18,430,N,nominal,1.0NRT,,5.8,D,SUOMI VIIR,335.7,293.1
-36.40728,144.59856000000002,,0.51,0.41,2020-04-18,430,N,nominal,1.0NRT,,22.8,D,SUOMI VIIR,345.1,301.7
-36.402359999999994,144.60315,,0.51,0.41,2020-04-18,430,N,nominal,1.0NRT,,22.8,D,SUOMI VIIR,330.7,289.9
-36.4035,144.59743,,0.51,0.41,2020-04-18,430,N,nominal,1.0NRT,,22.8,D,SUOMI VIIR,346.5,295.3
-36.33012,143.71239,,0.47,0.4,2020-04-18,430,N,nominal,1.0NRT,,4.9,D,SUOMI VIIR,336.4,292.0
-36.38702,145.48402,,0.62,0.72,2020-04-18,1412,N,nominal,1.0NRT,,1.4,N,SUOMI VIIR,296.2,279.4
-36.38968,145.48488999999998,,0.62,0.72,2020-04-18,1412,N,nominal,1.0NRT,,1.4,N,SUOMI VIIR,298.2,278.7
-36.44761,145.04849,,0.65,0.73,2020-04-18,1412,N,nominal,1.0NRT,,0.9,N,SUOMI VIIR,296.3,279.5
-36.454409999999996,145.07036000000002,,0.65,0.73,2020-04-18,1412,N,nominal,1.0NRT,,2.0,N,SUOMI VIIR,296.6,279.5
-36.26981,144.78694,,0.5,0.49,2020-04-18,1548,N,nominal,1.0NRT,,0.6,N,SUOMI VIIR,296.3,277.9
-36.4495,145.05128,,0.52,0.5,2020-04-18,1548,N,nominal,1.0NRT,,0.7,N,SUOMI VIIR,297.2,277.1
-36.45616,145.07448,,0.52,0.5,2020-04-18,1548,N,nominal,1.0NRT,,1.9,N,SUOMI VIIR,308.3,277.2
-36.14391,141.80579,,0.53,0.42,2020-04-18,1548,N,nominal,1.0NRT,,0.8,N,SUOMI VIIR,298.4,278.0
-37.65786,141.30633999999998,,0.52,0.42,2020-04-18,1548,N,nominal,1.0NRT,,1.1,N,SUOMI VIIR,296.0,278.3
-37.66108,141.29973,,0.52,0.42,2020-04-18,1548,N,nominal,1.0NRT,,1.1,N,SUOMI VIIR,298.3,277.7
-37.66174,141.30571,,0.52,0.42,2020-04-18,1548,N,nominal,1.0NRT,,1.1,N,SUOMI VIIR,299.6,278.3
-36.79739,142.9106,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,51.3,D,SUOMI VIIR,348.2,275.2
-38.292120000000004,145.64068999999998,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,2.5,D,SUOMI VIIR,328.7,290.0
-38.10925,143.71855,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,3.9,D,SUOMI VIIR,336.4,277.7
-38.101890000000004,143.7215,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,3.7,D,SUOMI VIIR,333.3,291.9
-38.10253,143.71701000000002,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,9.0,D,SUOMI VIIR,353.2,292.4
-37.94256,144.35495,,0.38,0.36,2020-04-19,412,N,nominal,1.0NRT,,16.6,D,SUOMI VIIR,350.3,297.8
-37.93922,144.35416,,0.38,0.36,2020-04-19,412,N,nominal,1.0NRT,,16.6,D,SUOMI VIIR,352.3,292.4
-37.83191,144.78853999999998,,0.38,0.36,2020-04-19,412,N,nominal,1.0NRT,,3.4,D,SUOMI VIIR,336.4,291.7
-37.94773,143.89893,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,4.2,D,SUOMI VIIR,348.0,295.6
-37.944379999999995,143.89815,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,4.2,D,SUOMI VIIR,329.2,292.9
-37.87056,143.92369,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,4.3,D,SUOMI VIIR,329.4,286.7
-37.91887,143.12046999999998,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,5.5,D,SUOMI VIIR,344.2,290.5
-37.915490000000005,143.11972,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,17.7,D,SUOMI VIIR,344.5,291.4
-37.06024,148.26883,,0.46,0.39,2020-04-19,412,N,nominal,1.0NRT,,2.9,D,SUOMI VIIR,329.6,295.7
-37.05666,148.26785,,0.46,0.39,2020-04-19,412,N,nominal,1.0NRT,,6.6,D,SUOMI VIIR,344.7,294.8
-37.84816,142.57416,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,1.9,D,SUOMI VIIR,325.3,276.4
-37.77303,142.79117,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.5,D,SUOMI VIIR,353.7,272.9
-37.77366,142.78656,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.5,D,SUOMI VIIR,326.3,270.5
-37.75945,142.68391,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,3.8,D,SUOMI VIIR,329.1,275.4
-37.76007,142.67931000000002,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,3.8,D,SUOMI VIIR,330.9,275.4
-37.75795,142.68028,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,3.8,D,SUOMI VIIR,328.7,273.9
-37.69964,142.82384,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,8.9,D,SUOMI VIIR,346.8,271.9
-37.05585,146.44705,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,12.0,D,SUOMI VIIR,333.5,282.5
-37.05745,146.43758,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,12.0,D,SUOMI VIIR,345.6,278.7
-37.05666,146.44231000000002,,0.4,0.37,2020-04-19,412,N,low,1.0NRT,,12.0,D,SUOMI VIIR,356.2,283.8
-37.052459999999996,146.44617,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,17.3,D,SUOMI VIIR,343.6,281.4
-37.05408,146.43661,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,63.7,D,SUOMI VIIR,341.9,282.6
-37.05327,146.44141000000002,,0.4,0.37,2020-04-19,412,N,low,1.0NRT,,63.7,D,SUOMI VIIR,321.0,324.4
-36.7918,146.97401000000002,,0.42,0.37,2020-04-19,412,N,nominal,1.0NRT,,2.9,D,SUOMI VIIR,333.0,290.0
-36.5148,147.40547,,0.43,0.38,2020-04-19,412,N,nominal,1.0NRT,,3.5,D,SUOMI VIIR,330.5,293.2
-36.49988,147.3662,,0.43,0.38,2020-04-19,412,N,nominal,1.0NRT,,4.4,D,SUOMI VIIR,333.9,290.8
-36.51382,147.24855,,0.43,0.38,2020-04-19,412,N,nominal,1.0NRT,,10.0,D,SUOMI VIIR,346.6,294.4
-37.42543,141.21793,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,7.6,D,SUOMI VIIR,344.5,279.6
-37.42604,141.21291000000002,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,7.6,D,SUOMI VIIR,339.4,279.7
-37.42249,141.21222,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,7.6,D,SUOMI VIIR,353.5,279.1
-37.4231,141.20721,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,6.8,D,SUOMI VIIR,352.2,282.9
-37.42372,141.20216000000002,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,6.8,D,SUOMI VIIR,337.2,277.7
-37.41892,141.21153,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,30.1,D,SUOMI VIIR,336.0,279.6
-37.42015,141.20148,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,71.8,D,SUOMI VIIR,349.7,297.6
-37.420770000000005,141.19644,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,26.8,D,SUOMI VIIR,348.5,297.3
-37.42138,141.19142,,0.44,0.38,2020-04-19,412,N,low,1.0NRT,,26.8,D,SUOMI VIIR,357.2,286.9
-37.41659,141.20081000000002,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,71.8,D,SUOMI VIIR,337.0,277.7
-37.41843,141.1857,,0.44,0.38,2020-04-19,412,N,nominal,1.0NRT,,4.9,D,SUOMI VIIR,326.8,275.0
-37.4172,141.19576999999998,,0.44,0.38,2020-04-19,412,N,low,1.0NRT,,26.8,D,SUOMI VIIR,357.0,280.9
-37.41782,141.19073,,0.44,0.38,2020-04-19,412,N,low,1.0NRT,,26.8,D,SUOMI VIIR,357.0,283.4
-36.92553,144.20767,,0.38,0.36,2020-04-19,412,N,nominal,1.0NRT,,1.5,D,SUOMI VIIR,328.1,289.4
-37.005759999999995,143.30559,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,2.8,D,SUOMI VIIR,331.4,278.4
-36.97255,143.34378,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,8.6,D,SUOMI VIIR,352.9,280.9
-36.96857,143.34741,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,5.8,D,SUOMI VIIR,326.7,276.2
-36.9692,143.34305,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,5.8,D,SUOMI VIIR,340.3,279.1
-36.961859999999994,143.34589,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,9.5,D,SUOMI VIIR,348.2,281.1
-36.96249,143.34152,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,9.5,D,SUOMI VIIR,328.9,278.9
-36.95851,143.34514,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,9.5,D,SUOMI VIIR,347.3,277.2
-36.938520000000004,142.54129,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,2.5,D,SUOMI VIIR,327.1,283.1
-36.37522,146.0695,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,2.7,D,SUOMI VIIR,331.9,290.8
-37.04415,141.27101000000002,,0.43,0.38,2020-04-19,412,N,nominal,1.0NRT,,9.9,D,SUOMI VIIR,348.6,285.1
-37.044779999999996,141.26606999999998,,0.43,0.38,2020-04-19,412,N,nominal,1.0NRT,,5.1,D,SUOMI VIIR,332.6,284.5
-36.3852,145.76218,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,5.3,D,SUOMI VIIR,340.3,297.5
-36.802890000000005,142.92096999999998,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,7.1,D,SUOMI VIIR,332.4,281.3
-36.80352,142.91652,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,7.1,D,SUOMI VIIR,353.1,286.9
-36.80415,142.91206,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,3.4,D,SUOMI VIIR,329.4,277.7
-36.79952,142.92023999999998,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,18.6,D,SUOMI VIIR,331.7,282.6
-36.80014,142.91579,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,18.6,D,SUOMI VIIR,351.5,287.9
-36.3586,145.73236,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.9,D,SUOMI VIIR,342.0,302.2
-36.29272,145.7907,,0.4,0.37,2020-04-19,412,N,nominal,1.0NRT,,3.1,D,SUOMI VIIR,330.2,297.5
-36.86436,141.88339,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,17.7,D,SUOMI VIIR,353.0,279.7
-36.090709999999994,146.4993,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,28.6,D,SUOMI VIIR,348.0,308.7
-36.0915,146.49473999999998,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,28.6,D,SUOMI VIIR,326.0,294.5
-36.08728,146.49841,,0.41,0.37,2020-04-19,412,N,high,1.0NRT,,14.5,D,SUOMI VIIR,367.0,293.3
-36.72271,142.21825,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.1,D,SUOMI VIIR,332.9,271.3
-36.71865,142.22214,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,10.9,D,SUOMI VIIR,350.7,276.3
-36.71928,142.21753999999999,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.1,D,SUOMI VIIR,334.1,274.5
-36.760329999999996,141.77687,,0.42,0.37,2020-04-19,412,N,nominal,1.0NRT,,5.6,D,SUOMI VIIR,344.4,273.3
-36.74272,141.8024,,0.42,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.6,D,SUOMI VIIR,330.4,273.1
-36.55767,143.07983000000002,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,4.0,D,SUOMI VIIR,341.8,285.4
-36.73268,141.46356,,0.42,0.38,2020-04-19,412,N,nominal,1.0NRT,,6.3,D,SUOMI VIIR,345.1,269.4
-36.73251,141.46645,,0.42,0.38,2020-04-19,412,N,nominal,1.0NRT,,3.3,D,SUOMI VIIR,329.5,267.9
-36.73314,141.46164,,0.42,0.38,2020-04-19,412,N,nominal,1.0NRT,,2.8,D,SUOMI VIIR,330.3,268.9
-36.523590000000006,142.1761,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.1,D,SUOMI VIIR,334.6,270.7
-36.47663,142.05327,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,3.5,D,SUOMI VIIR,340.5,287.2
-36.22098,143.1684,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,4.2,D,SUOMI VIIR,338.6,291.5
-36.37827,141.90215,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.4,D,SUOMI VIIR,331.3,275.4
-36.37888,141.89752,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,2.9,D,SUOMI VIIR,326.5,274.3
-36.37481,141.90143999999998,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,4.4,D,SUOMI VIIR,330.8,274.5
-36.37542,141.89682,,0.41,0.37,2020-04-19,412,N,nominal,1.0NRT,,2.9,D,SUOMI VIIR,325.9,274.3
-36.13262,143.53848,,0.39,0.36,2020-04-19,412,N,nominal,1.0NRT,,4.1,D,SUOMI VIIR,341.0,292.9
-36.395990000000005,141.32713,,0.43,0.38,2020-04-19,412,N,nominal,1.0NRT,,4.6,D,SUOMI VIIR,336.9,265.9
-35.90831,144.09785,,0.38,0.36,2020-04-19,412,N,nominal,1.0NRT,,5.5,D,SUOMI VIIR,338.1,302.2
-37.46056,149.59248,,0.38,0.36,2020-04-20,354,N,nominal,1.0NRT,,3.0,D,SUOMI VIIR,328.9,291.7
-37.461240000000004,149.58812,,0.38,0.36,2020-04-20,354,N,nominal,1.0NRT,,3.0,D,SUOMI VIIR,330.9,292.1
-37.65534,148.21399,,0.39,0.36,2020-04-20,354,N,nominal,1.0NRT,,29.8,D,SUOMI VIIR,327.3,300.0
-38.35544,141.45803999999998,,0.48,0.48,2020-04-20,354,N,nominal,1.0NRT,,5.3,D,SUOMI VIIR,325.8,293.2
-38.35049,141.46315,,0.48,0.48,2020-04-20,354,N,nominal,1.0NRT,,9.0,D,SUOMI VIIR,339.8,289.4
-38.35411,141.46277,,0.48,0.48,2020-04-20,354,N,nominal,1.0NRT,,7.0,D,SUOMI VIIR,335.1,290.8
-38.34961,141.46223,,0.48,0.48,2020-04-20,354,N,nominal,1.0NRT,,6.1,D,SUOMI VIIR,340.0,290.3
-37.480270000000004,148.12288999999998,,0.39,0.36,2020-04-20,354,N,nominal,1.0NRT,,2.9,D,SUOMI VIIR,330.0,294.0
-37.49471,147.8488,,0.39,0.37,2020-04-20,354,N,nominal,1.0NRT,,2.2,D,SUOMI VIIR,329.2,293.5
-37.35682,148.68787,,0.39,0.36,2020-04-20,354,N,nominal,1.0NRT,,3.0,D,SUOMI VIIR,325.8,292.9
-37.832240000000006,144.79051,,0.49,0.4,2020-04-20,354,N,nominal,1.0NRT,,3.3,D,SUOMI VIIR,330.2,291.7
-37.8984,141.92331000000001,,0.45,0.47,2020-04-20,354,N,nominal,1.0NRT,,2.9,D,SUOMI VIIR,338.6,289.1
-37.89882,141.9221,,0.45,0.47,2020-04-20,354,N,nominal,1.0NRT,,5.5,D,SUOMI VIIR,328.3,288.7
-37.87155,141.19969,,0.49,0.48,2020-04-20,354,N,nominal,1.0NRT,,9.0,D,SUOMI VIIR,339.5,289.5
-36.82839,145.07484,,0.47,0.39,2020-04-20,354,N,nominal,1.0NRT,,3.4,D,SUOMI VIIR,325.5,291.2
-36.30614,145.81206,,0.43,0.38,2020-04-20,354,N,nominal,1.0NRT,,2.5,D,SUOMI VIIR,331.3,294.7
-36.30706,145.81435,,0.43,0.38,2020-04-20,354,N,nominal,1.0NRT,,3.5,D,SUOMI VIIR,332.8,296.3
-36.57505,141.20776,,0.47,0.48,2020-04-20,354,N,nominal,1.0NRT,,11.1,D,SUOMI VIIR,344.6,294.6
-36.577059999999996,141.20703,,0.47,0.48,2020-04-20,354,N,nominal,1.0NRT,,8.7,D,SUOMI VIIR,352.4,294.3
-36.33033,142.81531,,0.39,0.44,2020-04-20,354,N,nominal,1.0NRT,,2.4,D,SUOMI VIIR,331.7,294.9
-37.86312,142.18222,,0.73,0.76,2020-04-20,530,N,nominal,1.0NRT,,12.5,D,SUOMI VIIR,354.8,286.2
-36.3766,145.09458999999998,,0.39,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.8,N,SUOMI VIIR,301.0,277.8
-36.38327,145.0929,,0.39,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.5,N,SUOMI VIIR,296.1,277.0
-36.69758,146.50291,,0.39,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.4,N,SUOMI VIIR,297.1,279.8
-36.70092,146.50212,,0.39,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.4,N,SUOMI VIIR,296.6,280.4
-36.89349,145.45557,,0.38,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.6,N,SUOMI VIIR,303.2,276.9
-36.89526,145.45712,,0.38,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.5,N,SUOMI VIIR,305.7,276.6
-36.898579999999995,145.45631,,0.38,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.5,N,SUOMI VIIR,297.6,277.6
-37.65483,148.21178999999998,,0.42,0.38,2020-04-20,1512,N,nominal,1.0NRT,,2.2,N,SUOMI VIIR,315.9,282.3
-37.94761,146.00266000000002,,0.39,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.5,N,SUOMI VIIR,306.5,279.1
-37.83316,144.79076,,0.39,0.36,2020-04-20,1512,N,nominal,1.0NRT,,2.0,N,SUOMI VIIR,327.8,283.2
-37.84988,144.85071000000002,,0.39,0.36,2020-04-20,1512,N,nominal,1.0NRT,,0.7,N,SUOMI VIIR,296.9,284.2
-38.272240000000004,142.61624,,0.42,0.38,2020-04-20,1512,N,nominal,1.0NRT,,0.8,N,SUOMI VIIR,302.7,278.5
-38.275690000000004,142.61525,,0.42,0.38,2020-04-20,1512,N,nominal,1.0NRT,,0.8,N,SUOMI VIIR,295.8,278.4
-38.31372,142.76483000000002,,0.41,0.37,2020-04-20,1512,N,nominal,1.0NRT,,0.6,N,SUOMI VIIR,303.4,276.0
-35.0257,141.17244,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,11.0,D,SUOMI VIIR,367.0,299.8
-35.02544,141.17722,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,12.7,D,SUOMI VIIR,349.3,297.9
-35.019690000000004,141.17673,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,12.7,D,SUOMI VIIR,367.0,298.7
-35.019940000000005,141.17201,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,11.0,D,SUOMI VIIR,367.0,299.0
-35.01393,141.17632,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,19.5,D,SUOMI VIIR,367.0,300.8
-35.014179999999996,141.1716,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,12.3,D,SUOMI VIIR,353.6,298.4
-35.008179999999996,141.1758,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,19.5,D,SUOMI VIIR,367.0,304.2
-35.00843,141.17105,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,12.3,D,SUOMI VIIR,367.0,300.0
-35.00243,141.17526,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,18.0,D,SUOMI VIIR,367.0,301.4
-35.00268,141.1705,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,9.6,D,SUOMI VIIR,341.0,296.1
-34.99667,141.17481999999998,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,18.0,D,SUOMI VIIR,367.0,304.3
-34.99692,141.17006,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,9.6,D,SUOMI VIIR,367.0,297.8
-34.99642,141.17963,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,18.0,D,SUOMI VIIR,343.7,295.3
-34.99066,141.17928,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,32.9,D,SUOMI VIIR,367.0,299.8
-34.99091,141.17444,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,32.9,D,SUOMI VIIR,355.6,311.0
-34.99116,141.16963,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,26.1,D,SUOMI VIIR,350.1,299.0
-34.9849,141.17892,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,32.9,D,SUOMI VIIR,367.0,297.0
-34.97915,141.17848,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,2.0,D,SUOMI VIIR,336.6,295.8
-34.97339,141.17803999999998,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,2.0,D,SUOMI VIIR,330.5,295.4
-34.96763,141.17761000000002,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,1.9,D,SUOMI VIIR,331.9,295.6
-34.99029,141.17651,,0.42,0.61,2020-04-21,336,N,high,1.0NRT,,16.4,D,SUOMI VIIR,367.0,305.6
-34.99001,141.1813,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,16.4,D,SUOMI VIIR,336.5,294.5
-34.99057,141.17166,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,40.8,D,SUOMI VIIR,346.6,308.3
-34.98426,141.18094,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,16.4,D,SUOMI VIIR,331.4,294.7
-34.98453,141.17613,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,16.4,D,SUOMI VIIR,343.3,295.3
-34.967,141.17969,,0.42,0.61,2020-04-21,336,N,nominal,1.0NRT,,2.8,D,SUOMI VIIR,332.3,295.3
-34.25962,142.1209,,0.36,0.58,2020-04-21,336,N,nominal,1.0NRT,,1.2,D,SUOMI VIIR,333.1,295.0
-38.6666,146.32849,,0.47,0.48,2020-04-21,330,N,nominal,1.0NRT,,5.8,D,SUOMI VIIR,337.8,286.0
-37.466,149.58823,,0.48,0.4,2020-04-21,330,N,nominal,1.0NRT,,3.3,D,SUOMI VIIR,327.1,290.5
-37.46224,149.58775,,0.48,0.4,2020-04-21,330,N,nominal,1.0NRT,,3.5,D,SUOMI VIIR,330.1,287.6
-37.67985,142.88605,,0.35,0.57,2020-04-21,330,N,high,1.0NRT,,5.9,D,SUOMI VIIR,367.0,294.4
-37.674479999999996,142.88562,,0.35,0.57,2020-04-21,330,N,high,1.0NRT,,5.9,D,SUOMI VIIR,367.0,290.0
-37.6667,142.83453,,0.36,0.57,2020-04-21,330,N,nominal,1.0NRT,,4.6,D,SUOMI VIIR,334.5,289.6
-37.51746,143.38605,,0.33,0.55,2020-04-21,330,N,nominal,1.0NRT,,2.5,D,SUOMI VIIR,333.9,289.5
-37.523109999999996,143.03453000000002,,0.35,0.56,2020-04-21,330,N,high,1.0NRT,,11.2,D,SUOMI VIIR,367.0,298.9
-37.522870000000005,143.03862,,0.35,0.56,2020-04-21,330,N,nominal,1.0NRT,,11.2,D,SUOMI VIIR,339.0,289.2
-37.43029,142.74608999999998,,0.36,0.57,2020-04-21,330,N,nominal,1.0NRT,,2.4,D,SUOMI VIIR,339.3,291.4
-37.41434,142.74052,,0.36,0.57,2020-04-21,330,N,high,1.0NRT,,6.5,D,SUOMI VIIR,367.0,297.0
-37.41458,142.73633,,0.36,0.57,2020-04-21,330,N,high,1.0NRT,,6.5,D,SUOMI VIIR,367.0,297.6
-37.40894,142.7401,,0.36,0.57,2020-04-21,330,N,nominal,1.0NRT,,6.5,D,SUOMI VIIR,331.6,291.8
-37.40918,142.73588999999998,,0.36,0.57,2020-04-21,330,N,nominal,1.0NRT,,6.5,D,SUOMI VIIR,327.7,291.2
-37.22215,143.17108000000002,,0.34,0.56,2020-04-21,330,N,high,1.0NRT,,11.1,D,SUOMI VIIR,367.0,293.9
-36.96433,142.12009,,0.38,0.59,2020-04-21,330,N,nominal,1.0NRT,,2.0,D,SUOMI VIIR,325.9,294.7
-37.84037,143.24693,,0.48,0.65,2020-04-21,512,N,high,1.0NRT,,24.9,D,SUOMI VIIR,367.0,290.3
-37.84193,143.24153,,0.48,0.65,2020-04-21,512,N,nominal,1.0NRT,,17.0,D,SUOMI VIIR,356.5,287.6
-37.833,143.24971000000002,,0.48,0.65,2020-04-21,512,N,high,1.0NRT,,141.8,D,SUOMI VIIR,367.0,292.0
